0.47830, 94.90333
2.86622, 93.76861
5.25414, 92.56586
7.64206, 90.88692
10.02998, 89.41503
12.41790, 87.85440
14.80583, 86.02757
17.19375, 83.84582
19.58167, 81.44224
21.96959, 79.12739
24.35751, 76.45762
26.74543, 73.52165
29.13335, 70.63005
31.52127, 67.78281
33.90919, 64.84684
36.29712, 61.93305
38.68504, 59.06363
40.87396, 55.99522
42.66491, 52.59537
44.25685, 49.72856
45.84880, 46.72865
47.44075, 43.72874
49.43068, 40.23951
51.14203, 37.43442
53.41055, 35.23531
55.79847, 32.72821
58.18639, 30.29506
60.57431, 27.71401
62.96224, 25.75409
65.35016, 23.61671
67.73808, 21.70115
69.52902, 20.85233
