1.53045, 174.58569
7.60290, 173.28644
12.70394, 172.42516
16.71147, 171.20482
20.11122, 169.45069
23.63261, 167.89940
26.06121, 166.90389
28.73260, 165.72562
31.40389, 164.41864
34.07552, 163.52999
36.74753, 163.12405
39.41918, 162.26758
42.09093, 161.53984
44.76271, 160.84427
47.43492, 160.69577
50.10673, 160.03239
52.77863, 159.49773
55.45057, 158.99524
58.12268, 158.71802
60.79415, 157.63629
63.46675, 157.97050
66.13853, 157.27493
68.81056, 156.90117
71.48229, 156.14125
74.15414, 155.54222
76.82582, 154.71794
79.49798, 154.50508
82.16975, 153.79879
84.84108, 152.53470
87.51268, 151.61388
90.18410, 150.46779
92.85549, 149.28952
95.52747, 148.85140
98.19920, 148.09148
99.89932, 147.52012
