1.78472, 104.70693
5.00470, 104.70693
8.22469, 104.70693
11.44440, 104.52366
14.66385, 104.15714
17.88329, 103.79061
21.10211, 102.99648
24.32058, 101.95799
27.53899, 100.88896
30.75732, 99.75884
33.97587, 98.78144
37.19379, 97.37643
40.41158, 95.87979
43.63058, 95.20783
46.84895, 94.10826
50.06742, 93.06977
53.28516, 91.54258
56.50326, 90.25975
59.72056, 88.42712
62.93580, 85.18949
66.15099, 81.92131
69.36507, 77.88954
72.57932, 73.97994
75.79313, 69.76491
78.46977, 65.21390
80.85933, 60.06423
83.10642, 55.36355
85.06658, 50.16806
86.84877, 45.60483
88.45205, 41.02327
89.69768, 36.53334
90.76322, 31.21874
91.82634, 24.25477
92.53236, 17.74896
93.41948, 12.75506
94.06768, 7.48627
94.65793, 3.36286
