1.51051, 149.54143
4.58672, 148.25777
6.90226, 147.65495
9.59828, 146.88870
12.14887, 146.54656
14.86941, 146.06361
17.54144, 145.68985
20.21353, 145.38045
22.76440, 145.39228
25.55765, 144.69728
28.22999, 144.70968
30.90218, 144.52900
33.54662, 143.39709
36.24533, 142.62299
38.91736, 142.24923
41.58945, 141.93983
44.26179, 141.95223
46.93413, 141.96463
49.60647, 141.97703
52.27882, 141.98943
54.95116, 142.00183
57.62350, 142.01423
60.29584, 142.02663
62.96798, 141.78159
65.27555, 141.34178
69.04020, 140.20076
71.71219, 139.76264
74.38412, 139.26016
77.05646, 139.27256
79.72860, 139.02752
82.39981, 137.62399
85.07067, 135.76993
87.76881, 134.28787
90.41361, 133.60648
93.08513, 132.58911
95.75666, 131.57175
98.37968, 130.66357
