12.15747, 96.31667
14.66658, 94.73540
17.74194, 92.38980
19.68437, 91.02222
21.86964, 89.53777
24.05454, 87.58135
26.23959, 85.82158
28.42505, 84.57312
30.61057, 83.40333
32.79594, 82.03687
34.98055, 79.72647
37.16542, 77.73071
39.34978, 75.10566
41.53455, 72.99191
43.71939, 70.95682
45.90397, 68.60708
48.08861, 66.33601
50.27342, 64.26159
52.45816, 62.10851
54.52129, 59.78771
56.64476, 56.96571
59.21356, 54.05729
61.19517, 51.05765
63.37869, 47.37064
65.56215, 43.60497
67.74504, 39.13134
69.92850, 35.37223
72.11179, 31.40335
74.29490, 27.20504
75.99057, 21.03790
77.07781, 13.52085
78.04429, 6.88819
78.76987, 2.82077
