0.97477, 92.73279
2.54552, 90.22275
3.86637, 87.56489
5.35345, 84.89901
7.09025, 82.32805
8.91187, 80.23862
10.73382, 78.24464
12.55636, 76.42037
15.20862, 74.14002
17.03233, 72.65161
18.85592, 71.12785
20.67997, 69.73843
22.50458, 68.50810
24.32871, 67.13989
26.15310, 65.84593
27.97745, 64.54136
29.80143, 63.13073
31.62515, 61.64585
33.44869, 60.10795
35.27182, 58.45337
37.09406, 56.54424
38.91604, 54.56087
40.73814, 52.60932
42.56009, 50.61535
44.38277, 48.83350
46.20657, 47.36983
48.03111, 46.11829
49.85545, 44.81372
51.68014, 43.60461
53.50571, 42.65005
55.33094, 41.60003
57.15710, 40.81517
58.98253, 39.81818
60.80919, 39.17650
62.63612, 38.61437
64.46348, 38.17421
66.29120, 37.83481
68.11865, 37.42116
69.94611, 37.00752
71.77386, 36.67873
73.60205, 36.47721
75.42932, 36.01053
77.25744, 35.78780
79.08593, 35.67113
80.91423, 35.50143
82.74302, 35.46961
84.57272, 35.70295
86.40254, 35.96811
88.23318, 36.46660
90.06418, 37.07116
91.89636, 38.01511
93.72977, 39.30908
95.56428, 40.92123
97.06598, 42.45156
